frame,timestamp,mission_phase,active_zones,overall_health,mean_scout_speed,max_scout_speed,mean_node_speed,manual_mode,bias_x,bias_y,altitude
309,88.067,EXPLORE,8,1.000,0.599,0.601,0.599,0,0.00,0.00,3.00
310,88.280,EXPLORE,8,1.000,0.599,0.600,0.599,0,0.00,0.00,3.00
311,88.494,EXPLORE,8,1.000,0.599,0.600,0.600,0,0.00,0.00,3.00
312,88.715,EXPLORE,8,1.000,0.600,0.600,0.600,0,0.00,0.00,3.00
313,88.979,EXPLORE,8,1.000,0.600,0.600,0.601,0,0.00,0.00,3.00
314,89.272,EXPLORE,8,1.000,0.600,0.600,0.601,0,0.00,0.00,3.00
315,89.491,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
316,89.707,EXPLORE,8,1.000,0.600,0.602,0.601,0,0.00,0.00,3.00
317,89.942,EXPLORE,8,1.000,0.600,0.601,0.601,0,0.00,0.00,3.00
318,90.157,EXPLORE,8,1.000,0.600,0.601,0.599,0,0.00,0.00,3.00
319,90.374,EXPLORE,8,1.000,0.600,0.602,0.600,0,0.00,0.00,3.00
320,90.587,EXPLORE,8,1.000,0.600,0.602,0.600,0,0.00,0.00,3.00
321,90.802,EXPLORE,8,1.000,0.600,0.601,0.599,0,0.00,0.00,3.00
322,91.018,EXPLORE,8,1.000,0.600,0.601,0.599,0,0.00,0.00,3.00
323,91.236,EXPLORE,8,1.000,0.600,0.601,0.599,0,0.00,0.00,3.00
324,91.448,EXPLORE,8,1.000,0.600,0.601,0.601,0,0.00,0.00,3.00
325,91.668,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
326,91.886,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
327,92.195,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
328,92.452,EXPLORE,8,1.000,0.600,0.600,0.600,0,0.00,0.00,3.00
329,92.688,EXPLORE,8,1.000,0.600,0.600,0.600,0,0.00,0.00,3.00
330,93.296,EXPLORE,8,1.000,0.600,0.601,0.601,0,0.00,0.00,3.00
331,93.728,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
332,94.062,EXPLORE,8,1.000,0.600,0.602,0.600,0,0.00,0.00,3.00
333,94.255,EXPLORE,8,1.000,0.600,0.601,0.600,0,0.00,0.00,3.00
334,94.528,EXPLORE,8,1.000,0.600,0.601,0.599,0,0.00,0.00,3.00
